8/2/2011,257.2,1254.05
8/1/2011,263.38,1286.94
7/29/2011,265.99,1292.28
7/28/2011,266.62,1300.67
7/27/2011,269.42,1304.89
7/26/2011,266.91,1331.94
7/25/2011,281.53,1337.43
7/22/2011,276.58,1345.02
7/21/2011,275.81,1343.8
7/20/2011,281.4,1325.84
7/19/2011,287.29,1326.73
7/18/2011,279,1305.44
7/15/2011,286.93,1316.14
7/14/2011,286.62,1308.87
7/13/2011,298.73,1317.72
7/12/2011,291.27,1313.64
7/11/2011,290.74,1319.49
7/8/2011,295.14,1343.8
7/7/2011,292.42,1353.22
7/6/2011,290.96,1339.22
7/5/2011,289.63,1337.88
7/1/2011,267.99,1339.67
6/30/2011,262.69,1320.64
6/29/2011,264.94,1307.41
6/28/2011,265.09,1296.67
6/27/2011,260.12,1280.1
6/24/2011,256.96,1268.45
6/23/2011,255.72,1283.5
6/22/2011,248.66,1287.14
6/21/2011,253.65,1295.52
6/20/2011,245.63,1278.36
6/17/2011,245.67,1271.5
6/16/2011,249.3,1267.64
6/15/2011,257.12,1265.42
6/14/2011,261.13,1287.87
6/13/2011,257.22,1271.83
6/10/2011,258.62,1270.98
6/9/2011,262.57,1289
6/8/2011,262.26,1279.56
6/7/2011,263.69,1284.94
6/6/2011,262.59,1286.17
6/3/2011,273.7,1300.16
6/2/2011,271.7,1312.94
6/1/2011,267.26,1314.55
5/31/2011,270.8,1345.2
5/27/2011,264.51,1331.1
5/26/2011,263.75,1325.69
5/25/2011,259.47,1320.47
5/24/2011,247.6,1316.28
5/23/2011,247.83,1317.37
5/20/2011,245.9,1333.27
5/19/2011,242.73,1343.6
5/18/2011,242.54,1340.68
5/17/2011,236.94,1328.98
5/16/2011,237.09,1329.47
5/13/2011,246.52,1337.77
5/12/2011,245.77,1348.65
5/11/2011,240.67,1342.08
5/10/2011,237.63,1357.16
5/9/2011,236.41,1346.29
5/6/2011,229.47,1340.2
5/5/2011,230.31,1335.1
5/4/2011,229.19,1347.32
5/3/2011,231.24,1356.62
5/2/2011,237.19,1361.22
4/29/2011,232.67,1363.61
4/28/2011,234.37,1360.48
4/27/2011,235.96,1355.66
4/26/2011,228.91,1347.24
4/25/2011,251.67,1335.25
4/21/2011,252.22,1337.38
4/20/2011,244.43,1330.36
4/19/2011,241.55,1312.62
4/18/2011,233.33,1305.14
4/15/2011,235.49,1319.68
4/14/2011,236.73,1314.52
4/13/2011,238.75,1314.41
4/12/2011,233.92,1314.16
4/11/2011,228.16,1324.46
4/8/2011,234.86,1328.17
4/7/2011,233.96,1333.51
4/6/2011,239.97,1335.54
4/5/2011,244.23,1332.63
4/4/2011,244.72,1332.87
4/1/2011,242.09,1332.41
3/31/2011,237.78,1325.83
3/30/2011,237.95,1328.26
3/29/2011,237.38,1319.44
3/28/2011,237.32,1310.19
3/25/2011,230.01,1313.8
3/24/2011,229.13,1309.66
3/23/2011,229.06,1297.54
3/22/2011,221.39,1293.77
3/21/2011,212.84,1298.38
3/18/2011,209.4,1279.21
3/17/2011,213.9,1273.72
3/16/2011,213.84,1256.88
3/15/2011,217.11,1281.87
3/14/2011,201.2,1296.39
3/11/2011,204.54,1304.28
3/10/2011,200.02,1295.11
3/9/2011,192.99,1320.02
3/8/2011,195.45,1321.82
3/7/2011,207.4,1310.13
3/4/2011,210.72,1321.15
3/3/2011,203.37,1330.97
3/2/2011,204.23,1308.44
3/1/2011,204.63,1306.33
2/28/2011,206.67,1327.22
2/25/2011,212.44,1319.88
2/24/2011,215.18,1306.1
2/23/2011,211.2,1307.4
2/22/2011,221.6,1315.44
2/18/2011,235.51,1343.01
2/17/2011,235.63,1340.43
2/16/2011,237.72,1336.32
2/15/2011,240.79,1328.01
2/14/2011,247.55,1332.32
2/11/2011,231.07,1329.15
2/10/2011,223.2,1321.87
2/9/2011,222.29,1320.88
2/8/2011,217.63,1324.57
2/7/2011,218.02,1319.05
2/4/2011,220.07,1310.87
2/3/2011,211.49,1307.1
2/2/2011,211.26,1304.03
2/1/2011,212.9,1307.59
1/31/2011,214.08,1286.12
1/28/2011,217.98,1276.34
1/27/2011,210.87,1299.54
1/26/2011,183.03,1296.63
1/25/2011,186.74,1291.18
1/24/2011,183.96,1290.84
1/21/2011,182.09,1283.35
1/20/2011,185,1280.26
1/19/2011,190.87,1281.92
1/18/2011,193.68,1295.02
1/14/2011,191.48,1293.24
1/13/2011,191.49,1283.76
1/12/2011,188.9,1285.96
1/11/2011,186.65,1274.48
1/10/2011,187.88,1269.75
1/7/2011,179.3,1271.5
1/6/2011,177.99,1273.85
1/5/2011,179.73,1276.56
1/4/2011,181.37,1270.2
1/3/2011,178.41,1271.87
